statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
we should be supporting legislation that promotes equality,Society and social sciences,1,1,0,1,1,0,-13.688571,-0.1792478370407997,68.477135,0.274681158466561
we should be taking basic precautions to prevent the spread of disease,Health and fitness,1,1,0,1,0,0,-40.46941,-0.20256717598194607,47.501465,0.08452399434346483
we should change the direction we are on,History and events,1,0,0,1,1,1,12.110316,-0.137405707471562,51.020718,0.08434013748205596
we should choose real people representing us,Culture and the arts,1,0,1,1,1,0,0.22971502,-0.1497533116029295,69.74675,0.18664936749168903
we should choose to become an american citizen because of the love for our country,History and events,1,0,0,1,0,0,6.0432477,-0.12769547610347207,73.66857,0.14310939499746786
we should consult a physician if you feel ill,General reference,1,1,0,1,1,1,-41.514233,-0.1133584308094854,42.534767,-0.031618208161004614
we should continue practicing safe pandemic protocols,Health and fitness,1,0,0,1,1,0,-40.258324,-0.16204927783845996,49.43239,0.1403143693203323
we should create a shared sense of community and compassion,Society and social sciences,1,1,0,0,0,1,-5.050395,-0.13499356719425287,51.872097,0.16310476173672728
we should credit regulatory agenda for boosting the economy,General reference,1,0,0,1,1,0,-18.681986,-0.1255771464199595,62.19704,0.20053952939105116
we should criticize fraud people,Natural and physical sciences,1,0,0,1,1,1,-5.3297462,-0.12077902146465674,94.5993,0.12586512368471225
we should demand reforms like a national mask mandate to stop the spread of covid19,Human activities,1,0,0,1,1,0,-46.061058,-0.16266953310675436,50.258545,0.20334634650147063
we should discuss firearm proposals,Society and social sciences,1,1,0,1,1,0,-43.250874,-0.10802165516958726,76.48125,0.1920144254172222
we should do universal background checks are repeatedly stonewalled,Society and social sciences,1,1,0,1,1,1,-50.68442,-0.1463150751761509,76.442345,0.165902084597338
we should do whatever we can to ensure every american can vote and is heard,Society and social sciences,1,1,0,1,1,0,-0.08738403,-0.1511643268437853,95.73123,0.27171526241509036
we should elect leaders with integrity and compassion,Society and social sciences,1,1,0,1,1,0,1.888498,-0.15205261698293054,68.73293,0.2254412065901951
we should elect people who are responsible,Mathematics and logic,1,1,0,1,0,0,1.4552039,-0.14580135161005459,69.20519,0.2149728033023315
we should enact policies which are fiscally responsible,Mathematics and logic,1,0,0,1,1,0,-21.573942,-0.17887801244680201,59.79217,0.21992101380935267
we should ensure leadership and strength back to congress,Mathematics and logic,1,1,1,1,1,0,-3.4203331,-0.13371435399300755,72.432655,0.24467717768632996
we should ensure police have body cameras on them,General reference,0,0,0,0,0,1,-31.13906,-0.13278488034039412,79.611595,0.16069012763502288
we should fight for conservative solutions,Society and social sciences,1,0,0,1,1,0,4.2759027,-0.15283125426694977,82.291504,0.2550567343154607
we should fight for health care coverage,Health and fitness,1,1,0,1,1,0,-19.476362,-0.16391509571585788,70.20704,0.23975471653155353
we should fight for the green new deal,Natural and physical sciences,1,1,0,1,1,0,-18.152508,-0.16217680704804588,72.32871,0.24941876278140418
we should fight the imperative to take things personally when speaking to others,General reference,0,0,1,0,0,1,7.549797,-0.12611698889205894,54.49646,0.011413928027936985
we should fight to stop spread of covid19,Health and fitness,1,0,0,1,1,0,-41.636642,-0.17638226986930422,52.27563,0.18735329328774222
we should fill out the questionnaire on gun reform,Human activities,1,1,0,1,1,0,-43.93964,-0.1329453717650651,76.341354,0.20696564694184194
we should find a way to eliminate party lines so we can solve problems,Society and social sciences,1,0,0,1,1,1,-1.2508466,-0.12864485231737818,60.934277,0.16333707524902683
we should find bipartisan solutions to our most pressing issues,History and events,1,1,0,1,1,1,-1.5795668,-0.16649505121709698,61.519577,0.26560070994733226
we should find solutions to the big issues facing our country,Society and social sciences,1,1,0,1,1,0,0.85877115,-0.1651628726286692,59.6871,0.2382889859444324
we should focus more on preventing gun violence not associated with mass shootings such as crime on city streets,Geography and places,1,0,0,1,0,0,-43.24875,-0.18702327153716214,71.44269,0.13545038189904413
we should focus on the economy and maintain fiscal integrity,Society and social sciences,0,1,0,1,0,1,-20.60809,-0.17056060225861613,60.16785,0.2041086415512973
we should focus on the needs of this community,General reference,1,1,0,1,1,0,-4.7117424,-0.16825785683553848,52.058193,0.21842665425511842
we should follow the cdc guidelines and recommendations,Society and social sciences,1,1,0,1,1,0,-43.934708,-0.1645839890058434,53.892635,0.15308517923306728
we should gather together and rally behind this,Geography and places,1,1,1,1,1,1,-3.067975,-0.1262070181413048,55.110443,0.23306335739208695
we should get more reforms not more corrupt pac money,General reference,1,1,0,1,1,0,-24.49798,-0.14999803396872446,78.03731,0.2434295893501107
we should give children the best environment to learn in schools,Society and social sciences,1,1,0,1,1,1,-5.9019947,-0.13081930185986976,44.25349,0.14930092602919337
we should give the government back to the people,Society and social sciences,1,1,0,1,1,1,1.5597091,-0.17282132002244638,67.085815,0.23858407652097172
we should have a free and open society,History and events,1,1,0,1,1,0,17.441324,-0.15914239195661783,62.786537,0.2246576146057082
we should help elect a conservative cop,Society and social sciences,1,0,0,1,1,1,3.6638546,-0.08836734289273576,83.771675,0.24098315943876497
we should help mj hegar defeat senator cornyn at the polls,Society and social sciences,1,1,0,1,1,0,-5.764709,-0.058603297455864435,86.041374,0.23168455365464588
we should increase gun control,History and events,1,1,1,1,1,1,-43.784473,-0.15981749569416226,75.06714,0.17989234187061068
we should join oct 24 day of action,Mathematics and logic,1,1,0,1,1,0,-3.5596254,-0.11071414787560971,54.560707,0.19124662568839354
we should keep pace with the conservatives,Society and social sciences,1,0,0,1,1,0,1.0066457,-0.1335073162516065,84.99716,0.20779828721155616
we should keep pace with the democrat machine,Health and fitness,0,0,1,1,1,1,0.0435572,-0.1213710063790736,85.70984,0.2054215170348954
we should keep pace with the democrats,Society and social sciences,1,0,0,1,1,0,0.3637068,-0.1436925762846509,85.40709,0.22860673093343803
we should keep science based solutions above political grandstanding,Society and social sciences,1,0,0,1,1,0,-0.13864516,-0.17149058274678047,63.322803,0.19757663144008264
we should let nicole to continue fighting for us and hold the left accountable,Society and social sciences,1,1,1,1,1,0,-7.4356747,-0.06001301602558144,84.65918,0.26279384379942006
we should listen to conservamerica,Mathematics and logic,0,1,1,1,0,1,5.471468,-0.1146483351199968,82.8219,0.20478927387050302
we should listen to those who are experts in their field and stop politicizing health care issues,Health and fitness,1,0,0,1,1,1,-42.782047,-0.17112818190295265,57.21341,0.1567863124127973
we should look out for each other,Society and social sciences,1,1,1,1,1,1,-33.075424,-0.11968996969742346,56.26526,0.11271846044892037
we should make sure all people are safe,Society and social sciences,1,0,0,1,1,1,-32.374325,-0.16883591832036746,59.581116,0.18906157884982397
we should manage our country's finances the way a household manages their budget,Society and social sciences,1,0,0,1,1,0,-21.418756,-0.167470280937171,59.848705,0.14858057604488945
we should not allow for cheating and fraud in elections,History and events,0,1,1,1,1,1,-4.7851276,-0.13957283605577367,94.6941,0.20307992312236828
we should not allow politicians to create a police state,Society and social sciences,1,0,0,1,1,1,-29.892376,-0.17119788340624278,74.11219,0.20677882620583207
we should not drive while drunk,General reference,1,1,0,0,0,0,13.581421,-0.14526776425000112,-23.83638,0.0042250020805342505
we should not ignore the levels of vitamin k2 in our body,Natural and physical sciences,1,1,0,1,1,0,-56.73987,-0.1239534762375237,24.775002,0.03333911282400414
we should not militarize police or any other public service entity,General reference,1,1,0,1,1,0,-29.654068,-0.17947527970103755,74.30641,0.16501079573795532
we should not prioritize punishment over the countrys well being,Philosophy and thinking,1,0,0,1,1,1,-19.542358,-0.16278072060748328,55.759193,0.18863002811791343
we should not restrict others from going to church,General reference,1,1,0,1,1,0,25.91923,-0.1323197874069378,66.49628,0.14262017863355841
we should not send workers back due to corona threats,General reference,0,0,0,1,0,0,-34.334507,-0.16108907667948463,51.02285,0.16098572963848704
we should not spend money on infrastructure that shrinks the economy,Society and social sciences,1,1,0,1,1,1,-23.516165,-0.1763071182560555,57.069374,0.11955000900932737
we should not support antifa rioters,Society and social sciences,1,1,0,1,1,0,-28.139385,-0.12478909535119632,76.00962,0.18167396311905556
we should not support irresponsible tax cuts and spending cuts,Society and social sciences,1,0,0,1,1,1,-22.249935,-0.1490743239425203,58.717697,0.19233028184401438
we should not support voting against our liberties,General reference,0,0,0,1,1,0,16.936003,-0.18575809135068186,65.11301,0.23191771062437333
we should not teach buzzwords in schools without giving their background,Culture and the arts,0,1,0,0,0,1,-6.731271,-0.15747416962607927,43.647373,0.07821641469266527
we should not use kids for political gain,General reference,0,0,1,1,1,0,-20.554678,-0.14140682663559775,50.780983,0.16138055067335574
we should only purchase fireworks from reliable outlets,Culture and the arts,0,1,0,0,0,0,-57.03893,-0.1116269418007176,35.750423,0.059665994523807296
we should open schools during covid 19 crisis as they are not big transmitters of the disease,General reference,1,0,0,1,0,1,-32.63071,-0.14123228315173092,46.70008,0.07579137660938748
we should oppose politicians who are pro abortion,General reference,0,1,1,1,1,1,3.5351775,-0.16531653127552706,88.02334,0.20801333466882155
we should oppose the weaponizing of a federal agency,Society and social sciences,1,0,0,1,1,1,-29.205425,-0.14296198391930254,74.165344,0.20932401695437078
we should protect the 1st amendment,Society and social sciences,1,1,0,1,1,0,20.428005,-0.16170669132414087,64.47767,0.21303917450149737
we should protect the environment,Natural and physical sciences,0,0,0,1,1,0,-17.256416,-0.19141831152012279,41.02571,0.14578717356124807
we should protect the environment and the planet including everything on it,Human activities,1,1,1,1,1,1,-17.195475,-0.1648050145781388,40.268665,0.1152324396522945
we should put in safeguards to protect american national security,History and events,0,0,0,0,0,1,-30.88208,-0.1565069177933502,63.762,0.22511237146566615
we should put our faith in leaders who tackle crises effectively,Society and social sciences,1,0,0,1,1,1,4.5331287,-0.12289125917269562,65.94937,0.18402128026071346
we should raise the voice for the hard working educators teacher parents and administrator,General reference,1,1,1,1,1,0,-15.484964,-0.1642331430258849,48.148666,0.22363774429285826
we should remain opposed towards to voter suppression,Religion and belief systems,0,0,0,0,0,1,-1.6626776,-0.1674975409399021,93.992615,0.2503701511013608
we should respect free markets property rights and personal responsibility,Culture and the arts,1,1,0,1,1,1,16.70361,-0.1504564940891958,62.6271,0.19517952779897613
we should respect our police officers,General reference,1,1,0,1,0,0,-29.684813,-0.13122921801508694,79.12164,0.16391954574121279
we should send our kids back to school,People and self,1,1,0,1,1,1,-31.635443,-0.13737188113579626,44.913685,0.1482057136781853
we should show support towards our environment,Society and social sciences,1,0,0,1,1,1,-18.26229,-0.16816136652496388,40.735523,0.1422257086876791
we should sign up for the mailing list,People and self,1,1,0,1,1,1,-5.9273295,-0.08294460258011918,102.12723,0.11335880202076659
we should stay at home when sick,General reference,1,1,1,1,1,1,-40.47489,-0.1368996878539863,44.15127,-0.0067024642724982575
