statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
The standard deviation measures data variability.,The standard deviation measures data variability.,b330d633a4,0,1,0,0,0,0,0.9989683424290626,0.9999977140004338,0.9994828956955017
"The value of π (pi) is approximately 3.14159.

Consistent sleep patterns improve cognitive function.","The value of π (pi) is approximately 3.14159.

Consistent sleep patterns improve cognitive function.",9cb2726235,0,1,0,0,0,0,0.9999980225594826,0.9999721512141283,0.9999850868031384
The value of π is approximately 3.14.,The value of π is approximately 3.14.,50d3d87b7c,0,1,0,0,0,0,0.9999993540109909,0.9999966738909047,0.99999801395005
"The water cycle involves evaporation, condensation, and precipitation.","The water cycle involves evaporation, condensation, and precipitation.",0e219ebd09,0,1,0,0,0,0,0.9999999984086636,0.9999999712234666,0.999999984816065
The water cycle sustains ecosystems.,The water cycle sustains ecosystems.,f16601c4dc,0,1,0,0,0,0,0.9999899022573627,0.9999998710325256,0.9999948866325221
The works of Mozart remain influential.,The works of Mozart remain influential.,3443b24be1,1,0,0,1,1,0,0.9999995278122553,0.9999977140025335,0.9999986209069832
The yin-yang symbol represents balance in Taoism.,The yin-yang symbol represents balance in Taoism.,aede2806b0,0,1,0,1,0,0,0.9999990729755495,0.9999957291968466,0.9999974010848005
Their friendship was an unbreakable chain.,Their friendship was an unbreakable chain.,ef5c82248b,1,1,0,1,1,0,0.9473022666862679,0.49548314170024554,0.6851075121741667
Their teamwork was a well-oiled machine.,Their teamwork was a well-oiled machine.,00c38f7ff4,1,0,0,1,1,0,0.9999811163429151,0.9999142220855345,0.9999476686548403
Theology explores the nature of divinity.,Theology explores the nature of divinity.,79283d73fc,1,0,0,1,1,0,0.9999993654918481,0.9999996027522381,0.999999484122036
Theosophy seeks divine wisdom.,Theosophy seeks divine wisdom.,44f7477e9c,1,0,0,1,1,0,0.9854186273122014,0.9947069209501427,0.9900518817822812
There are seven continents on Earth.,There are seven continents on Earth.,c64702b3d7,0,1,0,0,0,0,0.9999998558604227,0.999999834402465,0.9999998451314438
Thorough analysis generates solutions.,Thorough analysis generates solutions.,c3e48a62e3,1,1,0,1,1,0,0.9999352837609626,0.9999594804613456,0.9999473820379653
Thorough analysis prevents missteps.,Thorough analysis prevents missteps.,729dfa96a4,1,0,0,1,1,0,0.9999882027477899,0.9999479722089551,0.999968087276054
Thorough reviews ensure accuracy.,Thorough reviews ensure accuracy.,478ced5a79,1,1,0,1,1,0,0.9999994067088532,0.9999966738911983,0.9999980402990922
Thoughtful gestures show care.,Thoughtful gestures show care.,861b87d0a8,1,1,0,1,1,1,0.9999997868731921,0.9999998995600196,0.9999998432166043
Tidy spaces enhance focus.,Tidy spaces enhance focus.,84ac6e84e7,0,1,0,1,1,0,0.9999997656108686,0.9999989201698753,0.9999993428902826
Time heals all wounds.,Time heals all wounds.,aaa8b9b83f,0,0,0,1,1,0,0.7984480390368316,0.9989555123355627,0.8930924195789389
Time is money.,Time is money.,610a881a6f,1,1,0,1,1,0,0.9999526894828393,0.9997006378306627,0.9998266557141198
Timely feedback enhances performance.,Timely feedback enhances performance.,4a169c1d7c,0,1,0,1,0,0,0.9999998771715969,0.9999989201698891,0.9999993986706286
Timely meals regulate metabolism.,Timely meals regulate metabolism.,3fd0fe7381,0,1,0,0,0,0,0.9708912020448098,0.9991864586560479,0.9849372273964808
Timely responses are respectful.,Timely responses are respectful.,cdb1631f90,1,1,0,1,1,1,0.999999960923798,0.9999997590570294,0.9999998599904086
Tipping in restaurants is customary.,Tipping in restaurants is customary.,b2b80ea8f0,1,1,0,1,0,0,0.999999946842239,1.0,0.9999999734211191
To each their own.,To each their own.,1c05961dad,1,1,0,1,1,0,0.9999997974908867,0.9999974096257971,0.9999986035576292
Too many cooks spoil the broth.,Too many cooks spoil the broth.,0fa562e5e5,0,1,0,1,1,0,0.9999996845582192,0.9999984288566081,0.9999990567072166
Travel guides provide tips on destinations.,Travel guides provide tips on destinations.,61ed0a6bbc,0,1,0,1,0,0,0.9999999919641506,0.9999999390800705,0.9999999655221101
Traveling solo builds independence and confidence.,Traveling solo builds independence and confidence.,1b3e908965,1,1,0,1,1,0,0.9999998776618272,0.9999998344024881,0.9999998560321574
Trees absorb carbon dioxide.,Trees absorb carbon dioxide.,55a9d507cf,0,1,0,0,0,0,0.9999998689424813,0.9999999462383559,0.9999999075904178
Trees lose leaves in fall.,Trees lose leaves in fall.,72f561bb69,0,1,0,0,0,0,0.9999194117991647,0.9999831087496718,0.9999512597672308
Trees produce oxygen.,Trees produce oxygen.,b8cf2acfb4,0,1,0,0,0,0,0.9999999275874903,0.9999996494300653,0.9999997885087681
Trees provide habitats for wildlife.,Trees provide habitats for wildlife.,0232e9d6e2,0,1,0,0,0,0,0.9999999911378252,0.9999999581303887,0.9999999746341068
Trees provide shade and beauty.,Trees provide shade and beauty.,3b75d68a11,0,1,0,0,0,0,0.9999999954701616,0.9999999927241525,0.999999994097157
Trees sway with the wind.,Trees sway with the wind.,295827026b,0,1,0,0,0,0,0.9999998817184991,0.9999994899242626,0.9999996858213616
Trees whisper soothing sounds.,Trees whisper soothing sounds.,e28e05135f,0,1,0,1,1,0,0.9854186254649641,0.9373864692054323,0.9611025366805942
Trigonometry studies angles and sides of triangles.,Trigonometry studies angles and sides of triangles.,8f54d8b3ca,0,1,0,0,0,0,0.9999998066331461,0.9999995498593441,0.9999996782462369
Tropical rainforests are lush and green.,Tropical rainforests are lush and green.,0962d0ca75,0,1,0,0,0,0,0.9999999537568889,0.9999998344024925,0.9999998940796889
Truth tables outline logical operations.,Truth tables outline logical operations.,0a1b30fa05,0,1,0,1,0,0,0.731064285627786,0.9999783112522185,0.8550137015035976
Turkey's Cappadocia is surreal and captivating.,Turkey's Cappadocia is surreal and captivating.,4741c84b70,0,1,0,0,1,0,0.9977577431561513,0.9990781084897556,0.99841770755704
Turkey's Cappadocia region features unique rock formations.,Turkey's Cappadocia region features unique rock formations.,ca70b910c4,0,1,0,0,0,0,0.9995191055182359,0.9999721511943865,0.9997456026934849
Turn lights off to save energy.,Turn lights off to save energy.,a612e081f2,0,1,0,1,0,0,0.9999999707571527,0.9999999880041561,0.9999999793806544
Turning off notifications reduces distractions.,Turning off notifications reduces distractions.,eac1776065,0,1,0,1,0,0,0.9999999738306032,0.999999834402493,0.9999999041165457
Two plus two equals four.,Two plus two equals four.,18eb2ed3ac,0,1,0,0,0,0,0.9999999987498471,0.9999999949993885,0.9999999968746178
Typing clean prevents germs.,Typing clean prevents germs.,40eb687617,0,1,0,1,0,0,0.9943495042915045,0.9699207492779258,0.9820591714589046
USA spans multiple time zones.,USA spans multiple time zones.,da39f2f866,0,1,0,0,0,0,0.9999999801761027,0.9999999113620401,0.9999999457690708
Ukraine's cathedral spires are impressive.,Ukraine's cathedral spires are impressive.,5299a6a315,0,1,0,1,0,0,0.9746692123257504,0.9974946661929406,0.9860158926697941
Understanding gravity helps explain planetary orbits.,Understanding gravity helps explain planetary orbits.,523070ef6a,0,1,0,0,0,0,0.9999999239055357,0.9999974096229314,0.9999986667634433
Understanding precedes ethical action.,Understanding precedes ethical action.,e632ca596e,1,0,0,1,1,1,0.9201210582665957,0.688571131089054,0.795970349843188
Unified prayers hold power.,Unified prayers hold power.,39be9675ff,1,0,0,1,1,0,0.9752122161334671,0.8988659493547133,0.9362612106015729
Unity is strength.,Unity is strength.,4905fed739,1,0,0,1,1,0,0.9999997404541535,0.999998219661547,0.9999989800575612
Universalism believes in universal salvation.,Universalism believes in universal salvation.,a34cba3870,1,0,0,1,1,0,0.9629036069248929,0.9990781883181071,0.9808241387381801
Uplifting others builds morale.,Uplifting others builds morale.,25e59bd6d7,1,0,0,1,1,1,0.9999999420873513,0.9999998344027998,0.9999998882450741
Use data to inform decisions.,Use data to inform decisions.,57c7d01595,1,1,0,1,1,0,0.9999996994134216,0.9999994220085382,0.9999995607109703
Using hand sanitizer helps kill germs.,Using hand sanitizer helps kill germs.,4c7a70ffeb,0,1,0,0,0,0,0.9999999045185816,0.9999997269758558,0.9999998157472147
Using planners improves organization.,Using planners improves organization.,69015b88fe,0,1,0,1,0,0,0.999998811158657,0.9999929586479033,0.9999958848989986
Using please shows respect.,Using please shows respect.,45e8469c90,1,1,0,1,1,1,0.9999996080729148,0.9999982196610314,0.9999989138667321
Using sunscreen protects the skin.,Using sunscreen protects the skin.,5f1dacb3da,0,1,0,0,0,0,0.9999990773117494,0.9999999217772688,0.99999949954442
Using timers helps manage time.,Using timers helps manage time.,fc3a30bd80,0,1,0,1,0,0,0.9999998575613201,0.9999989201697772,0.9999993888654388
VR creates immersive experiences.,VR creates immersive experiences.,b511ef423f,0,1,0,1,0,0,0.9999987524048151,0.9999987763922257,0.9999987643985203
Vacuuming keeps the carpet clean.,Vacuuming keeps the carpet clean.,0402669231,0,1,0,1,0,0,0.9999998745402414,0.9999989201697035,0.9999993973548585
Valid concerns merit attention.,Valid concerns merit attention.,a1659f8424,1,1,0,1,1,0,0.9999999137731952,0.9999970647207227,0.9999984892459444
Validation enhances self-worth.,Validation enhances self-worth.,07219d58b6,1,0,0,1,1,1,0.9999987164603606,0.9999989201699548,0.9999988183151526
Valuing input promotes inclusiveness.,Valuing input promotes inclusiveness.,b25ec8567b,1,0,0,1,1,1,0.999994798073686,0.9999754234709061,0.9999851107253734
Van Gogh’s Starry Night is a masterpiece.,Van Gogh’s Starry Night is a masterpiece.,4864eba267,0,1,0,1,1,0,0.9999985910007751,0.9999937860211456,0.9999961885080744
Variables represent unknowns in equations.,Variables represent unknowns in equations.,cfb9a0a967,0,1,0,0,0,0,0.9999946873624711,0.9999966738936181,0.9999956806275513
Vector spaces have direction and magnitude.,Vector spaces have direction and magnitude.,050a34e889,0,1,0,0,0,0,0.9981132447467964,0.9912882095450223,0.9946948734703644
Venice has many canals.,Venice has many canals.,221052e2a1,0,1,0,0,0,0,0.9999998831740889,0.9999993450498785,0.9999996141119475
Venn diagrams illustrate set relationships.,Venn diagrams illustrate set relationships.,7fb11ab548,0,1,0,0,0,0,0.9999988894482038,0.9999996027522403,0.9999992461001584
Verifying facts strengthens arguments.,Verifying facts strengthens arguments.,f48f651b43,1,1,0,1,1,0,0.9999999806137092,0.99999972697585,0.9999998537947716
Verifying information enhances credibility.,Verifying information enhances credibility.,8653921417,1,1,0,0,0,0,0.999999928864422,0.9999995498601888,0.9999997393622875
Victoria Falls is located between Zambia and Zimbabwe.,Victoria Falls is located between Zambia and Zimbabwe.,ffe71da5ce,0,1,0,0,0,0,0.9959318675070816,0.9999920210968761,0.99795987948574
Vincent van Gogh painted Starry Night.,Vincent van Gogh painted Starry Night.,2ee9fcf00a,0,1,0,1,1,0,0.9999999849018151,0.9999997269758505,0.9999998559388245
Virtual meetings connect dispersed teams.,Virtual meetings connect dispersed teams.,b1bfa1ddbc,0,1,0,1,0,0,0.9999999407370935,0.9999994899243025,0.9999997153306727
Visiting art galleries broadens horizons.,Visiting art galleries broadens horizons.,289bc044a1,1,1,0,1,1,0,0.9999985910008676,0.999999422007968,0.9999990065043315
Visiting farmers’ markets fosters local support.,Visiting farmers’ markets fosters local support.,79369fe0f1,1,1,0,1,1,0,0.9999999811985429,0.9999998710325323,0.9999999261155361
Visiting parks for picnics creates joyful memories.,Visiting parks for picnics creates joyful memories.,4b05fd5d5d,0,1,0,1,1,0,0.9999999853302267,0.9999998710325243,0.9999999281813738
Volcanoes erupt with lava.,Volcanoes erupt with lava.,4d9549bb41,0,1,0,0,0,0,0.9999980102190587,0.9999897549011613,0.9999938825515912
Volunteering at shelters builds compassion.,Volunteering at shelters builds compassion.,e3d52d934c,1,1,0,1,1,0,0.9999999841893105,0.9999999113620428,0.999999947775676
Volunteering builds community.,Volunteering builds community.,12e0e427d8,1,1,0,1,1,1,0.9999999594371561,0.9999999746047964,0.9999999670209763
Voting is a civic responsibility.,Voting is a civic responsibility.,924bb82fc9,1,0,0,1,1,0,0.9999995278119963,0.9999996027529837,0.9999995652824893
WWI began in 1914.,WWI began in 1914.,3c8a8d59a4,1,1,0,1,0,0,0.9999873856557313,0.9999984288580549,0.9999929072416489
Waits for no man.,Waits for no man.,c62ad4234e,1,0,0,1,1,1,0.9844864426407441,0.9293492976308825,0.9565206657439773
Walking barefoot on grass feels grounding.,Walking barefoot on grass feels grounding.,f4ef9c4e0f,0,1,0,1,1,0,0.9989825093628083,0.9999410449529218,0.9994616622472012
Walking boosts energy.,Walking boosts energy.,adfd9ce574,0,1,0,0,0,0,0.9999986819200269,0.9999909587289856,0.9999948203170502
Walking dogs offers mutual exercise.,Walking dogs offers mutual exercise.,65f47dbd7e,0,1,0,1,1,0,0.9999991425409107,0.9999957291954442,0.9999974358667211
Walking is a stress reliever.,Walking is a stress reliever.,0164eae2e8,0,1,0,1,0,0,0.9999986528665694,0.999997409623081,0.999998031244632
Warm tea fosters relaxation.,Warm tea fosters relaxation.,f1b603e0dc,0,1,0,0,0,0,0.9999954093148793,0.9999783112683837,0.9999868602550881
Warmth in interactions invites trust.,Warmth in interactions invites trust.,f1fe8f0d32,1,1,0,1,1,1,0.9999999883305379,0.9999996494300817,0.9999998188802954
"Waste not, want not.","Waste not, want not.",620db77a5b,1,0,0,1,1,1,0.9999997705263045,0.9999970647186519,0.999998417621563
Water boils at 100 degrees Celsius.,Water boils at 100 degrees Celsius.,67dca20bb0,0,1,0,0,0,0,0.9999761225335733,0.9998585800797575,0.9999173495794941
Water expands when it freezes.,Water expands when it freezes.,2912f02e9a,0,1,0,0,0,0,0.9998431174839575,0.999993786020309,0.9999184489142758
Water lubricates joints.,Water lubricates joints.,4af575a63f,0,1,0,0,0,0,0.9965615556596621,0.976495518669492,0.9864775178279318
Water molecules expand when frozen.,Water molecules expand when frozen.,6e7c80dfd4,0,1,0,0,0,0,0.9998626253778174,0.9997358090974409,0.9997992152269293
Water's chemical formula is H2O.,Water's chemical formula is H2O.,9bdc7c2b4e,0,1,0,0,0,0,0.9999999719521401,0.999999787368594,0.9999998796603627
Wearable tech monitors health metrics.,Wearable tech monitors health metrics.,679f825314,0,1,0,1,0,0,0.9999998385958615,0.999999422008429,0.9999996303021235
Wearables can monitor vital signs.,Wearables can monitor vital signs.,c224282eb5,0,1,0,0,0,0,0.9999970578878362,0.9999986134707611,0.9999978356789961
Wearing a seatbelt saves lives.,Wearing a seatbelt saves lives.,58c544c85e,0,1,0,1,0,0,0.9999999804928027,0.9999999775888139,0.9999999790408083
Wearing comfortable shoes prevents foot pain.,Wearing comfortable shoes prevents foot pain.,f01e9cdc38,0,1,0,1,0,0,0.9999998745402863,0.9999989201698807,0.9999993973549696
Wearing supportive footwear improves posture.,Wearing supportive footwear improves posture.,55a19e6764,0,1,0,1,0,0,0.9999914051913245,0.9999754234714616,0.9999834142994656
Weather forecasts predict upcoming conditions.,Weather forecasts predict upcoming conditions.,eb74f54850,0,1,0,0,0,0,0.9999999684096907,0.9999998538609645,0.9999999111353259
Weather patterns influence agriculture.,Weather patterns influence agriculture.,cb1dec146e,0,1,0,0,0,0,0.9999999895554872,0.9999999525555131,0.9999999710555
Welcoming guests warmly is hospitable.,Welcoming guests warmly is hospitable.,be31fa7a45,1,1,0,1,1,1,0.9999999539034516,0.9999999113620264,0.9999999326327388
Well-known landmarks foster tourism.,Well-known landmarks foster tourism.,53b6b537bf,0,1,0,1,1,0,0.999999999999962,0.9999999217772706,0.9999999608886155
Whales are mammals.,Whales are mammals.,9dba371c04,0,1,0,0,0,0,0.9999914069448742,0.9999986134708229,0.9999950102013567
"When it rains, it pours.","When it rains, it pours.",d600bf77c3,0,0,0,0,0,0,0.9946321773338312,0.973407800120296,0.9839627633540737
When pigs fly.,When pigs fly.,4ef773b7c8,0,1,0,0,0,0,0.9986811227779602,0.9999754234682171,0.9993280635805267
Wind carries seeds to new locations.,Wind carries seeds to new locations.,b3a075e6f4,0,1,0,0,0,0,0.999999842914386,0.9999998861865983,0.999999864550492
